version,number_of_structures,param_index
0,560,0
0,251,1
0,565,10
0,131,100
0,648,1000
0,780,1001
0,1444,1002
0,1555,1003
0,96,1004
0,1343,1005
0,23,1006
0,209,1007
0,2450,1008
0,1444,1009
0,782,101
0,568,1010
0,669,1011
0,1410,1012
0,1404,1013
0,1305,1014
0,790,1015
0,192,1016
0,639,1017
0,26,1018
0,162,1019
0,923,102
0,287,1020
0,397,1021
0,787,1022
0,1314,1023
0,202,1024
0,83,1025
0,676,1026
0,8,1027
0,33,1028
0,130,1029
0,993,103
0,21,1030
0,821,1031
0,774,1032
0,259,1033
0,395,1034
0,1830,1035
0,345,1036
0,2635,1037
0,1016,1038
0,1109,1039
0,1356,104
0,565,1040
0,48,1041
0,274,1042
0,937,1043
0,94,1044
0,702,1045
0,90,1046
0,701,1047
0,1134,1048
0,1026,1049
0,63,105
0,671,1050
0,564,1051
0,532,1052
0,465,1053
0,529,1054
0,418,1055
0,2233,1056
0,910,1057
0,130,1058
0,410,1059
0,106,106
0,30,1060
0,424,1061
0,243,1062
0,655,1063
0,1029,1064
0,1078,1065
0,2129,1066
0,441,1067
0,192,1068
0,516,1069
0,430,107
0,268,1070
0,491,1071
0,55,1072
0,130,1073
0,772,1074
0,1755,1075
0,361,1076
0,1252,1077
0,231,1078
0,92,1079
0,35,108
0,9,1080
0,1746,1081
0,344,1082
0,63,1083
0,104,1084
0,1664,1085
0,1683,1086
0,2085,1087
0,35,1088
0,1073,1089
0,533,109
0,1528,1090
0,10,1091
0,2714,1092
0,2132,1093
0,1194,1094
0,27,1095
0,278,1096
0,24,1097
0,108,1098
0,212,1099
0,209,11
0,237,110
0,906,1100
0,672,1101
0,1125,1102
0,455,1103
0,533,1104
0,1672,1105
0,469,1106
0,1645,1107
0,897,1108
0,1994,1109
0,175,111
0,54,1110
0,285,1111
0,2251,1112
0,266,1113
0,602,1114
0,544,1115
0,698,1116
0,1758,1117
0,13,1118
0,333,1119
0,54,112
0,475,1120
0,1726,1121
0,621,1122
0,1084,1123
0,400,1124
0,523,1125
0,451,1126
0,26,1127
0,1141,1128
0,1161,1129
0,527,113
0,52,1130
0,2557,1131
0,73,1132
0,150,1133
0,75,1134
0,1071,1135
0,249,1136
0,1097,1137
0,1175,1138
0,835,1139
0,184,114
0,795,1140
0,1919,1141
0,87,1142
0,294,1143
0,958,1144
0,5,1145
0,1368,1146
0,1246,1147
0,431,1148
0,1189,1149
0,1474,115
0,682,1150
0,1121,1151
0,1165,1152
0,1965,1153
0,1520,1154
0,373,1155
0,2225,1156
0,215,1157
