F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,id
True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,4
True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,88
True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,135
True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,False,False,251
True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,False,648
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,1371
True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,1403
True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,1420
True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,1614
True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,1693
True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,False,1801
True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,False,False,1899
True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,2063
True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False,2375
True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False,False,2861
True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,False,False,3422
True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,3440
True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,3568
True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,3579
True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,3609
True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,3616
True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,3620
True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,3895
True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,4128
True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,4797
True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,4839
True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,5045
True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,5287
True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,5288
True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,5384
True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False,5428
True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,5434
True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,5435
True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,5452
True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,5501
True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,5592
True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,5919
True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,6064
True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,False,True,False,False,6512
True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,6718
True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,7121
True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,7127
