F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,id
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,289
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,296
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,302
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,314
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,365
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,926
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1988
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2003
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2015
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2192
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2197
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2205
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2235
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2258
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2269
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2279
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3764
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3983
True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5170
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5388
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5641
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5648
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5730
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5734
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5735
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5822
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7350
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7367
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7385
True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7564
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7595
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7611
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7625
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7634
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7635
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7637
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7666
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7693
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7780
True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7824
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7844
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8996
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9036
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9155
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9707
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10761
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10995
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11135
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11449
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11572
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11625
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12730
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,12902
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12909
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12962
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13031
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13136
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,13225
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,62
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,281
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,295
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,394
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1958
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2030
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2201
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2238
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2282
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2409
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2411
True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3118
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3659
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3735
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3740
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3818
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5471
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5496
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5498
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5643
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5651
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5699
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5783
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5808
