F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,id
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,301
True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,465
True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,467
True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1094
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1987
True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014
True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2093
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2218
True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2288
True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2401
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2461
True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2540
True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4307
True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,5723
True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7294
True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7431
True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7523
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7723
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7807
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8365
True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,9041
True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,9125
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9345
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9351
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10974
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10989
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11043
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11315
True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11726
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12675
True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12857
True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12867
True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12869
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13098
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13122
