F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,id
True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,97
True,True,True,True,False,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,108
True,True,False,True,True,True,False,True,False,True,True,True,False,True,False,True,False,True,False,False,110
True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,119
True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,264
True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,379
True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,423
True,True,True,True,False,True,False,True,False,True,False,False,True,True,True,True,False,True,False,False,430
True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,488
True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,489
True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,585
True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,613
True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,697
True,True,True,False,False,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False,699
True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,False,708
True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,720
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,947
True,True,True,False,True,True,False,True,False,True,True,False,False,True,True,True,False,True,False,False,1044
True,True,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,1165
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,1299
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1328
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1364
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1406
True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,1441
True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,1442
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1538
True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,True,False,False,1540
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1568
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1598
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1600
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1689
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1691
True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,1696
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1700
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1715
True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,1719
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1742
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,1746
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1754
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1843
True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,1891
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1943
True,True,True,True,False,True,False,True,False,True,True,True,False,True,True,True,False,False,False,False,1981
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,2884
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,2903
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,2918
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,2942
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,2998
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,2999
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,3029
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,3062
True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False,3144
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,3176
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,3299
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,3335
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,3336
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,3356
True,True,True,False,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False,3357
True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False,3482
True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,3524
True,True,True,True,False,True,False,True,True,False,True,True,False,True,True,True,False,False,False,False,3589
True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,3628
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,3707
True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,3873
True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,False,False,False,3880
True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,False,True,False,False,3986
True,True,True,True,False,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False,4012
True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,4024
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,4223
True,True,True,True,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,4427
True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,4537
True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,4547
True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,4599
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,4619
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,4652
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,4679
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,4739
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,4752
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,4788
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,4842
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,4843
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,4847
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,4865
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,4951
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,4955
True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,4963
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,4970
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,4973
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,5027
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,5057
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,5083
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,5111
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,5129
True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,True,False,False,False,False,5149
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,5200
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,5210
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,5243
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,5265
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,5267
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,5269
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,5303
True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,5319
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,5326
True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,5450
True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,5500
True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,5753
True,True,True,True,False,True,True,True,False,False,True,False,False,True,True,True,False,True,False,False,5839
True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,5850
True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,5859
True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,5869
True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,5878
True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,True,False,False,5933
True,True,True,True,False,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False,5974
True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,6026
True,True,True,True,True,False,True,False,False,True,True,True,True,False,False,True,False,True,False,False,6136
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,6146
True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,6555
True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,False,False,False,6561
True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,True,False,False,6568
True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,6585
True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,6658
True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,6748
True,True,True,True,True,False,True,False,False,True,True,True,True,False,False,True,False,True,False,False,6808
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,6869
True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,6882
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,6947
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,6950
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,6956
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,7036
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,7056
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,7109
True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,7111
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,7117
True,True,True,False,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False,7173
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,7196
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,7199
True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,7221
True,True,True,False,True,False,True,False,True,True,True,True,True,False,True,False,False,True,False,False,7236
True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,7258
True,True,True,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,False,7263
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,7275
True,True,True,True,False,True,True,True,False,True,False,False,True,True,True,True,False,False,False,False,7478
True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,7717
True,True,True,True,False,True,True,True,False,True,False,False,True,True,True,True,False,False,False,False,8011
True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,8053
True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,8151
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,8210
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,8439
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,8604
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,8692
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,8702
True,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,8759
True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,8764
True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,False,False,False,8776
True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,8826
True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,8842
True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,8874
True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,False,False,False,False,8909
True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,9063
True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,9134
True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,9139
True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,9148
True,True,True,True,False,True,True,True,False,True,False,False,True,True,True,True,False,False,False,False,9216
True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,9232
True,True,True,True,False,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False,9278
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,9290
True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,9311
True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False,9379
True,True,True,True,False,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False,9394
True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,False,True,False,False,9440
True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,True,False,False,9602
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,9618
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,9628
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,9637
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,9672
True,True,True,False,True,True,False,True,False,True,True,False,False,True,True,True,False,True,False,False,9702
True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,True,False,False,9951
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,9968
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,9974
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,9980
True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,9988
True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,10022
