F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,id
True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,375
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,433
True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,435
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,466
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,760
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,956
True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1075
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1391
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1469
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2092
True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2450
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2853
True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2925
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2967
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2992
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3007
True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,3033
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3126
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3201
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3655
True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3771
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3835
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4469
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4509
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4512
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5074
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5331
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5487
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5702
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5727
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5809
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6363
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6365
True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,6443
True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,6550
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6607
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6656
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6679
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6741
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6744
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6746
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6989
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7487
True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7708
True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,7772
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8111
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9107
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9154
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9157
True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,9200
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9246
True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9270
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9805
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10911
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10967
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10975
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11085
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11124
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11130
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11156
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11443
True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11504
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11615
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11725
True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,11796
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11947
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12083
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12114
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12668
True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,12743
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12842
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12876
True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,12944
True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,12959
True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,12978
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13072
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13108
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13163
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13432
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13482
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13485
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13572
True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13702
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13807
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13954
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14346
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14430
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15676
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32
True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,222
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,436
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,763
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,868
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,985
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1020
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1237
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1251
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1395
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1422
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1584
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1639
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1672
True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2023
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2065
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2086
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2094
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2377
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2431
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3202
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3836
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3889
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3996
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4986
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5071
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5073
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5407
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5538
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5557
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5565
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5575
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6575
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6681
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6826
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6827
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7428
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7729
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8110
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8139
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8145
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8281
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9023
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9076
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9238
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9318
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9859
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10722
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10762
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10920
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10970
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11164
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11547
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11561
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11665
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11702
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11955
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12081
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12162
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12271
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12274
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12283
True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,12638
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12649
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12752
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12914
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13078
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13513
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13816
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14428
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14450
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15589
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15619
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,123
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,228
True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,322
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,352
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,464
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,545
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,795
True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,811
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1224
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1234
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1388
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1503
True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1569
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1590
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1631
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1978
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2060
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2074
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2085
True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2586
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2790
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2880
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2961
True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3030
True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3675
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3920
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3928
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3997
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4000
True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4300
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4520
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5016
True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5052
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5250
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5378
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5386
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5413
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5567
True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,5669
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5731
True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5782
True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,5831
True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,6059
