F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,id
True,True,True,True,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,72
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,253
True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,259
True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,502
True,True,True,True,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,504
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,590
True,True,True,True,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,594
True,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,623
True,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,636
True,True,True,True,False,True,False,False,False,False,True,True,True,False,True,False,False,True,False,False,747
True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,810
True,True,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,1190
True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,False,1462
True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1545
True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,1594
True,True,True,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,1809
True,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1815
True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1833
True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,True,False,False,False,False,2041
True,True,True,True,False,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,2445
True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,2455
True,True,True,False,False,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,2517
True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,2611
True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,2727
True,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,2826
True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,2827
True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,2980
True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,3002
True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,3099
True,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,3132
True,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,3312
True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,3398
True,True,True,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,3400
True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,3410
True,True,True,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,3414
True,True,True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,3431
True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,3435
True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,3441
True,True,True,True,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,3495
True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,3560
True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,True,False,False,3721
True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,3751
True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,3780
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,4060
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,4068
True,True,True,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,4213
True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,4238
True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,4445
True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,4615
True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,4621
True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,4923
True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,4996
True,True,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,5225
True,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,5316
True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,5612
True,True,True,True,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,5681
True,True,True,False,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,5825
True,True,True,False,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,5883
True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,5943
True,True,False,True,False,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,6084
True,True,True,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,6222
True,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,7021
True,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,7080
True,True,True,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,7083
True,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,7849
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,7977
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,7985
True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,8074
True,True,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,8115
True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,8359
True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,8428
True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,8475
True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,8593
True,True,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,True,False,False,8640
True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,8646
True,True,True,True,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,8755
True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,8797
True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,8799
True,True,True,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,8811
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,9252
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,9336
True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,9382
True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,9390
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,9494
